timed;gen;idx;min;sec
chrom;10;18;00;8.654
chrom;10;19;00;4.108
chrom;10;20;00;4.405
chrom;10;21;00;7.639
chrom;10;22;00;10.170
chrom;10;23;00;8.170
chrom;10;24;00;2.984
chrom;10;25;00;12.044
chrom;10;26;00;12.669
chrom;10;27;00;3.390
chrom;10;28;00;8.170
chrom;10;29;00;4.249
chrom;10;30;00;8.560
chrom;10;31;00;8.123
chrom;10;32;00;3.187
chrom;10;33;00;7.545
chrom;10;34;00;3.858
chrom;10;35;00;13.700
chrom;10;36;00;7.592
chrom;10;37;00;2.937
chrom;10;38;00;2.796
chrom;10;39;00;9.143
chrom;10;40;00;4.593
chrom;10;41;00;8.779
chrom;10;42;00;10.685
chrom;10;43;00;2.515
chrom;10;44;00;3.202
chrom;10;45;00;8.779
chrom;10;46;00;3.687
chrom;10;47;00;3.807
chrom;10;48;00;3.359
chrom;10;49;00;3.734
gen;10;;04;53.959
chrom;11;0;00;3.640
chrom;11;1;00;7.264
chrom;11;2;00;3.780
chrom;11;3;00;3.780
chrom;11;4;00;3.702
chrom;11;5;00;8.436
chrom;11;6;00;4.155
chrom;11;7;00;4.077
chrom;11;8;00;4.046
chrom;11;9;00;4.155
chrom;11;10;00;3.874
chrom;11;11;00;4.280
chrom;11;12;00;8.326
chrom;11;13;00;3.843
chrom;11;14;00;3.827
chrom;11;15;00;4.030
chrom;11;16;00;8.046
chrom;11;17;00;3.968
chrom;11;18;00;4.280
chrom;11;19;00;4.124
chrom;11;20;00;3.765
chrom;11;21;00;8.186
chrom;11;22;00;4.624
chrom;11;23;00;8.435
chrom;11;24;00;4.068
chrom;11;25;00;7.498
chrom;11;26;00;3.124
chrom;11;27;00;6.951
chrom;11;28;00;4.015
chrom;11;29;00;2.874
chrom;11;30;00;3.124
chrom;11;31;00;4.515
chrom;11;32;00;10.419
chrom;11;33;00;7.998
chrom;11;34;00;10.311
chrom;11;35;00;3.437
chrom;11;36;00;3.202
chrom;11;37;00;8.918
chrom;11;38;00;3.062
chrom;11;39;00;2.703
chrom;11;40;00;4.343
chrom;11;41;00;2.937
chrom;11;42;00;3.952
chrom;11;43;00;8.810
chrom;11;44;00;7.311
chrom;11;45;00;10.357
chrom;11;46;00;7.186
chrom;11;47;00;3.687
chrom;11;48;00;8.545
chrom;11;49;00;3.372
gen;11;;04;27.660
chrom;12;0;00;3.655
chrom;12;1;00;3.858
chrom;12;2;00;3.890
chrom;12;3;00;8.764
chrom;12;4;23;49.804
chrom;12;5;00;3.808
chrom;12;6;00;3.546
chrom;12;7;00;3.865
chrom;12;8;00;3.695
chrom;12;9;00;3.359
chrom;12;10;00;7.186
chrom;12;11;00;3.737
chrom;12;12;00;3.542
chrom;12;13;00;3.355
chrom;12;14;00;7.071
chrom;12;15;00;3.326
chrom;12;16;00;3.265
chrom;12;17;00;3.390
chrom;12;18;00;3.374
chrom;12;19;00;3.218
chrom;12;20;00;3.765
chrom;12;21;00;3.655
chrom;12;22;00;3.124
chrom;12;23;00;2.984
chrom;12;24;00;2.109
chrom;12;25;00;2.640
chrom;12;26;00;3.765
chrom;12;27;00;10.759
chrom;12;28;00;3.185
chrom;12;29;00;11.625
chrom;12;30;00;8.625
chrom;12;31;00;4.334
chrom;12;32;00;8.358
chrom;12;33;00;4.597
chrom;12;34;00;2.350
chrom;12;35;00;9.270
chrom;12;36;00;9.886
chrom;12;37;00;8.520
chrom;12;38;00;10.663
chrom;12;39;00;3.224
chrom;12;40;00;3.159
chrom;12;41;00;5.636
chrom;12;42;00;3.811
chrom;12;43;00;3.737
chrom;12;44;00;2.941
chrom;12;45;00;9.038
chrom;12;46;00;11.187
chrom;12;47;00;8.182
chrom;12;48;00;7.094
chrom;12;49;00;9.289
gen;12;;28;11.485
chrom;13;0;00;4.313
chrom;13;1;00;3.967
chrom;13;2;00;3.985
chrom;13;3;00;4.191
chrom;13;4;00;4.133
chrom;13;5;00;4.098
chrom;13;6;00;9.339
chrom;13;7;00;4.083
chrom;13;8;00;3.975
chrom;13;9;00;4.184
chrom;13;10;00;8.998
chrom;13;11;00;3.468
chrom;13;12;00;3.784
chrom;13;13;00;3.633
chrom;13;14;00;3.843
chrom;13;15;00;3.587
chrom;13;16;00;7.498
chrom;13;17;00;3.702
chrom;13;18;00;7.584
chrom;13;19;00;3.702
chrom;13;20;00;3.216
chrom;13;21;00;3.702
chrom;13;22;00;3.499
chrom;13;23;00;3.702
chrom;13;24;00;2.765
chrom;13;25;00;7.373
chrom;13;26;00;7.826
chrom;13;27;00;8.404
chrom;13;28;00;7.904
chrom;13;29;00;2.593
chrom;13;30;00;4.249
chrom;13;31;00;8.326
chrom;13;32;00;9.404
chrom;13;33;00;7.187
chrom;13;34;00;7.889
chrom;13;35;00;8.482
chrom;13;36;00;3.484
chrom;13;37;00;3.234
chrom;13;38;00;8.781
chrom;13;39;00;8.264
chrom;13;40;00;3.562
chrom;13;41;00;4.331
chrom;13;42;00;3.937
chrom;13;43;00;6.936
chrom;13;44;00;3.874
chrom;13;45;00;3.234
chrom;13;46;00;8.891
chrom;13;47;00;3.171
chrom;13;48;00;4.546
chrom;13;49;00;8.029
gen;13;;04;27.111
chrom;14;0;00;4.093
chrom;14;1;00;3.927
chrom;14;2;00;4.093
chrom;14;3;00;4.030
chrom;14;4;00;8.732
chrom;14;5;00;4.296
chrom;14;6;00;4.140
chrom;14;7;00;3.983
chrom;14;8;00;8.076
chrom;14;9;00;4.077
chrom;14;10;00;3.942
chrom;14;11;00;4.187
chrom;14;12;00;4.172
chrom;14;13;00;4.327
chrom;14;14;00;8.092
chrom;14;15;00;4.140
chrom;14;16;00;8.217
chrom;14;17;00;3.890
chrom;14;18;00;4.474
chrom;14;19;00;3.988
chrom;14;20;00;8.464
chrom;14;21;00;4.171
chrom;14;22;00;7.736
chrom;14;23;00;3.905
chrom;14;24;00;3.389
chrom;14;25;00;2.624
chrom;14;26;00;11.169
chrom;14;27;00;3.530
chrom;14;28;00;8.717
chrom;14;29;00;8.357
chrom;14;30;00;8.670
chrom;14;31;00;7.989
chrom;14;32;00;10.841
chrom;14;33;00;4.518
chrom;14;34;00;7.451
chrom;14;35;00;7.858
chrom;14;36;00;9.076
chrom;14;37;00;12.948
chrom;14;38;00;7.904
chrom;14;39;00;7.530
chrom;14;40;00;10.466
chrom;14;41;00;8.248
chrom;14;42;00;3.874
chrom;14;43;00;8.500
chrom;14;44;00;8.107
chrom;14;45;00;3.905
chrom;14;46;00;3.968
chrom;14;47;00;3.577
chrom;14;48;00;8.330
chrom;14;49;00;8.795
gen;14;;05;13.746
chrom;15;0;00;4.030
chrom;15;1;00;4.026
chrom;15;2;00;8.092
chrom;15;3;00;4.108
chrom;15;4;00;4.030
chrom;15;5;00;3.983
chrom;15;6;00;4.187
chrom;15;7;00;4.046
chrom;15;8;00;8.459
chrom;15;9;00;3.937
chrom;15;10;00;8.279
chrom;15;11;00;4.202
chrom;15;12;00;4.062
chrom;15;13;00;4.048
chrom;15;14;00;4.062
chrom;15;15;00;8.436
chrom;15;16;00;3.867
chrom;15;17;00;4.815
chrom;15;18;00;4.686
chrom;15;19;00;8.646
chrom;15;20;00;3.643
chrom;15;21;00;8.044
chrom;15;22;00;8.530
chrom;15;23;00;3.859
chrom;15;24;00;8.170
chrom;15;25;00;3.122
chrom;15;26;00;2.718
chrom;15;27;00;8.076
chrom;15;28;00;3.859
chrom;15;29;00;10.782
chrom;15;30;00;8.795
chrom;15;31;00;4.515
chrom;15;32;00;4.624
chrom;15;33;00;3.359
chrom;15;34;00;4.187
chrom;15;35;00;7.873
chrom;15;36;00;7.701
chrom;15;37;00;8.439
chrom;15;38;00;3.374
chrom;15;39;00;3.187
chrom;15;40;00;8.169
chrom;15;41;00;4.233
chrom;15;42;00;7.217
chrom;15;43;00;3.786
chrom;15;44;00;8.050
chrom;15;45;00;14.075
chrom;15;46;38;17.480
chrom;15;47;00;7.263
chrom;15;48;00;6.919
chrom;15;49;00;2.468
gen;15;;43;0.798
chrom;16;0;00;4.209
chrom;16;1;00;3.335
chrom;16;2;00;3.737
chrom;16;3;00;3.378
chrom;16;4;00;7.041
chrom;16;5;00;3.342
chrom;16;6;00;6.957
chrom;16;7;00;3.280
chrom;16;8;00;3.421
chrom;16;9;00;3.437
chrom;16;10;00;3.280
chrom;16;11;00;7.615
chrom;16;12;00;3.726
chrom;16;13;00;4.047
chrom;16;14;00;3.655
chrom;16;15;00;7.013
chrom;16;16;00;7.186
chrom;16;17;00;3.202
chrom;16;18;00;3.702
chrom;16;19;00;3.952
chrom;16;20;00;3.265
chrom;16;21;00;7.467
chrom;16;22;00;3.171
chrom;16;23;00;3.702
chrom;16;24;00;3.327
chrom;16;25;00;3.093
chrom;16;26;00;6.920
chrom;16;27;00;7.248
chrom;16;28;00;2.203
chrom;16;29;00;2.218
chrom;16;30;00;6.409
chrom;16;31;00;9.850
chrom;16;32;00;8.217
chrom;16;33;00;10.519
chrom;16;34;00;8.111
chrom;16;35;00;3.580
chrom;16;36;00;2.312
chrom;16;37;00;2.804
chrom;16;38;00;7.858
chrom;16;39;00;2.781
chrom;16;40;00;9.514
chrom;16;41;00;2.827
chrom;16;42;00;2.390
chrom;16;43;00;3.383
chrom;16;44;00;7.201
chrom;16;45;00;6.092
chrom;16;46;00;3.419
