generation;idx;fitness;param0;param1;param2;param3;param4;param5;param6;param7;param8;param9;param10;param11;param12;param13;param14;param15;param16;param17;param18;param19;param20
1;43;1.0;-d;-rrt;-ct;-cta;0.33;-ctb;10;;;;-crlow;0.2;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;30;-bbcomp
1;44;1.1538461538461537;;-rrt;;;;;;;;;-crlow;0.6;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;15;
1;45;1.0;-d;-rrt;;;;;;;;;-crlow;0.2;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;30;
1;46;1.0714285714285714;;-rrt;;;;;;;;;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;-bbcomp
1;47;0.989010989010989;-d;-rrt;;;;;;-rsd;-r;10;-crlow;0.6;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;0;-bbcomp
1;48;1.1111111111111112;-d;-rrt;-ct;-cta;0.33;-ctb;1;;;;-crlow;0.9;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;15;-bbcomp
1;49;1.0;;-rrt;;;;;;;;;-crlow;0.9;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;30;-bbcomp
1;50;1.0;;-rrt;-ct;-cta;0.67;-ctb;10;;;;-crlow;0.2;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;
1;51;1.1111111111111112;-d;-rrt;-ct;-cta;0.0;-ctb;1;-rsd;-r;10;-crlow;0.9;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;5;
1;52;1.0;-d;-rrt;;;;;;;;;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;30;-bbcomp
1;53;1.1538461538461537;;;-ct;-cta;0.67;-ctb;1;-rsd;-r;1;-crlow;0.2;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;15;-bbcomp
1;54;1.1842105263157894;-d;;;;;;;;;;-crlow;0.6;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;15;-bbcomp
1;55;1.0;-d;-rrt;-ct;-cta;0.67;-ctb;3;;;;-crlow;0.9;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;30;-bbcomp
1;56;1.0;;;-ct;-cta;0.67;-ctb;10;;;;-crlow;0.2;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;15;
1;57;1.2;;;;;;;;-rsd;-r;1;-crlow;0.2;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;
1;58;1.0;;-rrt;-ct;-cta;0.0;-ctb;1;-rsd;-r;1;-crlow;0.9;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;30;
1;59;1.1111111111111112;-d;-rrt;;;;;;-rsd;-r;5;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;-bbcomp
1;60;1.0;;;-ct;-cta;0.67;-ctb;10;;;;-crlow;0.2;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;30;-bbcomp
1;61;1.1111111111111112;-d;-rrt;-ct;-cta;0.67;-ctb;3;;;;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;
1;62;1.0975609756097562;;-rrt;;;;;;-rsd;-r;1;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;-bbcomp
1;63;1.1111111111111112;-d;-rrt;-ct;-cta;0.67;-ctb;3;-rsd;-r;10;-crlow;0.9;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;15;-bbcomp
1;64;1.0;;;;;;;;;;;-crlow;0.9;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;30;-bbcomp
1;65;1.0;-d;;-ct;-cta;0.67;-ctb;10;-rsd;-r;1;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;30;-bbcomp
1;66;1.0;;-rrt;-ct;-cta;0.67;-ctb;3;-rsd;-r;10;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;30;-bbcomp
1;67;1.0;;-rrt;-ct;-cta;1.0;-ctb;3;;;;-crlow;0.9;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;15;-bbcomp
1;68;1.0;;-rrt;-ct;-cta;0.0;-ctb;10;;;;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;0;
1;69;1.0;;-rrt;-ct;-cta;0.67;-ctb;1;-rsd;-r;5;-crlow;0.9;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;15;
2;0;1.0714285714285714;;;;;;;;;;;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;-bbcomp
2;1;1.0714285714285714;;-rrt;-ct;-cta;0.0;-ctb;1;-rsd;-r;5;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;0;
2;2;1.0714285714285714;;-rrt;;;;;;;;;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;0;-bbcomp
2;3;1.0714285714285714;;;-ct;-cta;0.67;-ctb;3;-rsd;-r;5;-crlow;0.9;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;5;-bbcomp
2;4;1.0714285714285714;;-rrt;;;;;;;;;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;-bbcomp
2;5;1.0975609756097562;-d;;-ct;-cta;0.67;-ctb;1;-rsd;-r;1;-crlow;0.6;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;0;
2;6;1.0975609756097562;;-rrt;;;;;;-rsd;-r;1;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;-bbcomp
2;7;1.1111111111111112;-d;-rrt;;;;;;-rsd;-r;1;-crlow;0.9;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;15;-bbcomp
2;8;1.1111111111111112;-d;-rrt;;;;;;-rsd;-r;1;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;0;
2;9;1.1111111111111112;-d;-rrt;;;;;;;;;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;0;
2;10;1.1111111111111112;-d;-rrt;-ct;-cta;0.33;-ctb;1;;;;-crlow;0.9;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;15;-bbcomp
2;11;1.1111111111111112;-d;-rrt;-ct;-cta;0.0;-ctb;1;-rsd;-r;10;-crlow;0.9;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;5;
2;12;1.1111111111111112;-d;-rrt;;;;;;-rsd;-r;5;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;-bbcomp
2;13;1.1111111111111112;-d;-rrt;-ct;-cta;0.67;-ctb;3;;;;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;
2;14;1.1111111111111112;-d;-rrt;-ct;-cta;0.67;-ctb;3;-rsd;-r;10;-crlow;0.9;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;15;-bbcomp
2;15;1.139240506329114;-d;-rrt;;;;;;-rsd;-r;10;-crlow;0.6;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;0;-bbcomp
2;16;1.1538461538461537;;;;;;;;;;;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;
2;17;1.1538461538461537;;;;;;;;;;;-crlow;0.2;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;-bbcomp
2;18;1.1538461538461537;;-rrt;-ct;-cta;0.33;-ctb;1;;;;-crlow;0.6;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;15;-bbcomp
2;19;1.1538461538461537;;-rrt;;;;;;;;;-crlow;0.6;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;15;
2;20;1.1538461538461537;;;-ct;-cta;0.67;-ctb;1;-rsd;-r;1;-crlow;0.2;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;15;-bbcomp
2;21;1.1688311688311688;;;-ct;-cta;0.67;-ctb;1;-rsd;-r;10;-crlow;0.2;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;5;-bbcomp
2;22;1.1842105263157894;-d;;;;;;;;;;-crlow;0.6;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;15;-bbcomp
2;23;1.2;;;;;;;;-rsd;-r;1;-crlow;0.2;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;
2;24;1.2162162162162162;;-rrt;-ct;-cta;0.67;-ctb;3;;;;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;0;
2;25;1.2162162162162162;-d;-rrt;;;;;;-rsd;-r;10;-crlow;0.2;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;15;-bbcomp
2;26;1.2328767123287672;;;;;;;;;;;-crlow;0.2;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;
2;27;1.2328767123287672;-d;;;;;;;-rsd;-r;10;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;
2;28;1.0714285714285714;;;;;;;;-rsd;-r;1;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;
2;29;1.2;;;;;;;;-rsd;-r;1;-crlow;0.2;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;-bbcomp
2;30;1.0;;;;;;;;;;;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;-bbcomp
2;31;1.2162162162162162;-d;-rrt;;;;;;;;;-crlow;0.2;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;-bbcomp
2;32;1.1111111111111112;-d;-rrt;-ct;-cta;0.0;-ctb;3;-rsd;-r;10;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;
2;33;1.1111111111111112;-d;-rrt;;;;;;-rsd;-r;10;-crlow;0.9;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;5;
2;34;1.1111111111111112;-d;-rrt;-ct;-cta;0.0;-ctb;1;-rsd;-r;5;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;-bbcomp
2;35;1.1111111111111112;-d;-rrt;-ct;-cta;0.33;-ctb;1;-rsd;-r;1;-crlow;0.9;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;15;
2;36;1.0;;-rrt;;;;;;;;;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;-bbcomp
2;37;1.1538461538461537;;-rrt;;;;;;;;;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;-bbcomp
2;38;1.2857142857142858;;;;;;;;-rsd;-r;5;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;
2;39;1.1842105263157894;-d;;-ct;-cta;0.33;-ctb;1;;;;-crlow;0.6;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;15;-bbcomp
2;40;1.0;;-rrt;-ct;-cta;0.33;-ctb;1;;;;-crlow;0.9;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;15;-bbcomp
2;41;1.0714285714285714;;;;;;;;;;;-crlow;0.9;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;5;-bbcomp
2;42;1.0;-d;-rrt;-ct;-cta;0.67;-ctb;10;;;;-crlow;0.2;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;0;
2;43;1.1111111111111112;-d;-rrt;;;;;;;;;-crlow;0.9;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;0;
2;44;0.9375;;-rrt;;;;;;-rsd;-r;1;-crlow;0.2;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;0;
2;45;0.9375;;;;;;;;-rsd;-r;1;-crlow;0.2;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;0;
2;46;1.1538461538461537;;-rrt;-ct;-cta;0.33;-ctb;1;-rsd;-r;1;-crlow;0.2;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;
2;47;1.1688311688311688;;;-ct;-cta;0.67;-ctb;1;-rsd;-r;5;-crlow;0.2;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;5;-bbcomp
2;48;1.0714285714285714;-d;;;;;;;-rsd;-r;10;-crlow;0.9;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;5;-bbcomp
2;49;1.2162162162162162;;-rrt;;;;;;-rsd;-r;5;-crlow;0.2;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;5;
2;50;1.0227272727272727;-d;-rrt;-ct;-cta;0.33;-ctb;1;-rsd;-r;10;-crlow;0.6;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;0;-bbcomp
2;51;1.2162162162162162;-d;-rrt;;;;;;-rsd;-r;1;-crlow;0.6;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;0;-bbcomp
2;52;1.2162162162162162;;-rrt;-ct;-cta;0.67;-ctb;3;-rsd;-r;1;-crlow;0.6;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;0;
2;53;1.0465116279069768;-d;;-ct;-cta;0.67;-ctb;1;-rsd;-r;5;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;0;
2;54;1.1111111111111112;-d;-rrt;-ct;-cta;0.33;-ctb;3;-rsd;-r;1;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;0;-bbcomp
2;55;1.0;;-rrt;;;;;;-rsd;-r;1;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;0;
2;56;1.0;;-rrt;-ct;-cta;0.67;-ctb;1;;;;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;-bbcomp
2;57;1.0;;-rrt;;;;;;;;;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;
2;58;1.3235294117647058;-d;-rrt;;;;;;;;;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;-bbcomp
2;59;1.0714285714285714;;-rrt;;;;;;;;;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;0;-bbcomp
2;60;1.0;-d;;-ct;-cta;1.0;-ctb;3;;;;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;0;
2;61;1.1111111111111112;-d;-rrt;-ct;-cta;0.67;-ctb;3;;;;-crlow;0.9;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;5;
2;62;1.0;;-rrt;;;;;;-rsd;-r;1;-crlow;0.9;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;15;-bbcomp
2;63;1.0;;-rrt;;;;;;;;;-crlow;0.9;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;15;
2;64;1.1538461538461537;;-rrt;;;;;;;;;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;-bbcomp
2;65;1.0714285714285714;;;-ct;-cta;0.0;-ctb;1;;;;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;0;
2;66;1.0714285714285714;;;;;;;;;;;-crlow;0.9;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;
2;67;1.1842105263157894;-d;;-ct;-cta;0.67;-ctb;1;-rsd;-r;1;-crlow;0.6;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;15;-bbcomp
2;68;1.2328767123287672;-d;;;;;;;-rsd;-r;10;-crlow;0.2;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;15;-bbcomp
2;69;1.1538461538461537;;;-ct;-cta;0.67;-ctb;1;-rsd;-r;5;-crlow;0.6;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;15;-bbcomp
3;0;1.139240506329114;-d;-rrt;;;;;;-rsd;-r;10;-crlow;0.6;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;0;-bbcomp
3;1;1.1538461538461537;;;;;;;;;;;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;
3;2;1.1538461538461537;;;;;;;;;;;-crlow;0.2;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;-bbcomp
3;3;1.1538461538461537;;-rrt;-ct;-cta;0.33;-ctb;1;;;;-crlow;0.6;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;15;-bbcomp
3;4;1.1538461538461537;;-rrt;;;;;;;;;-crlow;0.6;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;15;
3;5;1.1538461538461537;;;-ct;-cta;0.67;-ctb;1;-rsd;-r;1;-crlow;0.2;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;15;-bbcomp
3;6;1.1538461538461537;;-rrt;;;;;;;;;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;-bbcomp
3;7;1.1538461538461537;;-rrt;-ct;-cta;0.33;-ctb;1;-rsd;-r;1;-crlow;0.2;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;
3;8;1.1538461538461537;;-rrt;;;;;;;;;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;-bbcomp
3;9;1.1538461538461537;;;-ct;-cta;0.67;-ctb;1;-rsd;-r;5;-crlow;0.6;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;15;-bbcomp
3;10;1.1688311688311688;;;-ct;-cta;0.67;-ctb;1;-rsd;-r;10;-crlow;0.2;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;5;-bbcomp
3;11;1.1688311688311688;;;-ct;-cta;0.67;-ctb;1;-rsd;-r;5;-crlow;0.2;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;5;-bbcomp
3;12;1.1842105263157894;-d;;;;;;;;;;-crlow;0.6;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;15;-bbcomp
3;13;1.1842105263157894;-d;;-ct;-cta;0.33;-ctb;1;;;;-crlow;0.6;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;15;-bbcomp
3;14;1.1842105263157894;-d;;-ct;-cta;0.67;-ctb;1;-rsd;-r;1;-crlow;0.6;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;15;-bbcomp
3;15;1.2;;;;;;;;-rsd;-r;1;-crlow;0.2;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;
3;16;1.2;;;;;;;;-rsd;-r;1;-crlow;0.2;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;-bbcomp
3;17;1.2162162162162162;;-rrt;-ct;-cta;0.67;-ctb;3;;;;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;0;
3;18;1.2162162162162162;-d;-rrt;;;;;;-rsd;-r;10;-crlow;0.2;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;15;-bbcomp
3;19;1.2162162162162162;-d;-rrt;;;;;;;;;-crlow;0.2;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;15;-bbcomp
3;20;1.2162162162162162;;-rrt;;;;;;-rsd;-r;5;-crlow;0.2;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;5;
3;21;1.2162162162162162;-d;-rrt;;;;;;-rsd;-r;1;-crlow;0.6;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;0;-bbcomp
3;22;1.2162162162162162;;-rrt;-ct;-cta;0.67;-ctb;3;-rsd;-r;1;-crlow;0.6;-crhi;1.0;-comlow;0.6;-comhi;1.0;-cmin;0;
3;23;1.2328767123287672;;;;;;;;;;;-crlow;0.2;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;
3;24;1.2328767123287672;-d;;;;;;;-rsd;-r;10;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;
3;25;1.2328767123287672;-d;;;;;;;-rsd;-r;10;-crlow;0.2;-crhi;1.0;-comlow;0.9;-comhi;1.0;-cmin;15;-bbcomp
3;26;1.2857142857142858;;;;;;;;-rsd;-r;5;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;
3;27;1.3235294117647058;-d;-rrt;;;;;;;;;-crlow;0.6;-crhi;1.0;-comlow;0.2;-comhi;1.0;-cmin;5;-bbcomp
